,symbol,Total buyers,Total sellers,Total traders,Min total traders,Total units,Max units per trader,Min units per trader,Normalized max units per trader,stddev,Optimal buyers,Optimal sellers,Optimal units,Optimal gain,MUDA-lottery gain,MUDA-Vickrey traders gain,MUDA-Vickrey total gain
21,AR ,6,9,15,6,354360,86100,100,861.0,138622.16850128985,24,25,96300,71500.0,23925.0,23925.0,23925.0
22,ARX,6,4,10,4,246756,110000,2600,42.30769230769231,123700.83479912333,7,7,23569,2687.5,0,0,0
23,ARX,10,5,15,5,353980,86700,2000,43.35,131896.86555032307,7,4,33800,750.0,0,0,0
24,ATE,5,5,10,5,65500,50100,100,501.0,50676.52316408457,7,7,5200,7762.5,4687.5,4862.5,4937.5
25,ATE,9,6,15,6,109024,44175,100,441.75,50768.54957549999,19,7,22200,7125.0,412.5,187.5,487.5
26,AYD,4,6,10,4,33600,10000,100,100.0,15484.185480676728,3,2,3500,8000.0,4125.0,1312.5,4125.0
27,AYD,7,8,15,7,39375,10000,175,57.142857142857146,15756.605757586245,7,2,2000,3940.625,1865.625,1865.625,1865.625
28,BA ,4,6,10,4,6190182,3044750,750,4059.6666666666665,3420113.500965136,41,30,197800,203025.0,170875.0,67400.0,176062.5
29,BA ,9,6,15,6,3236600,857278,300,2857.5933333333332,1235579.955312484,84,87,315400,72150.0,59087.5,56500.0,62375.0
30,BG ,4,6,10,4,107053,59600,200,298.0,63378.500431928805,15,8,16900,18612.5,0,0,0
31,BG ,8,7,15,7,140156,73000,116,629.3103448275862,76902.91968449572,14,11,18700,42912.5,27150.0,21087.5,32775.0
32,BMC,3,7,10,3,74500,35800,1800,19.88888888888889,38572.399458680295,7,6,8600,5787.5,0,0,0
33,BMC,9,6,15,6,96880,28500,300,95.0,41940.27181600043,4,3,4800,2487.5,1000.0,1000.0,1000.0
34,BRT,5,5,10,5,88300,23300,200,116.5,38263.690360444845,7,3,6400,1525.0,0,0,0
35,BRT,9,6,15,6,521950,265500,400,663.75,289937.15267278184,5,14,20700,5062.5,0,0,0
36,BZF,7,3,10,3,356500,238700,300,795.6666666666666,243182.01002541286,0,0,0,0.0,0,0,0
37,BZF,9,6,15,6,796050,194400,400,486.0,342339.1921764144,17,12,80900,9943.75,0,0,0
38,CAL,4,6,10,4,1069120,245000,100,2450.0,432323.5838466368,68,37,272525,152137.5,93575.0,93575.0,93575.0
39,CAL,9,6,15,6,1689845,291000,1400,207.85714285714286,538298.3370074629,79,71,337100,232437.5,35450.0,52787.5,74575.0
40,CL ,4,6,10,4,252600,59600,100,596.0,97479.228556652,16,18,58100,72300.0,27787.5,27675.0,27787.5
41,CL ,7,8,15,7,553450,216700,500,433.4,257001.716920335,37,15,74300,292825.0,261337.5,201037.5,272187.5
42,CLE,8,2,10,2,79400,34500,300,115.0,42886.36146842024,8,6,9200,2337.5,0,0,0
43,CLE,7,8,15,7,177267,64400,300,214.66666666666666,81299.62785277679,22,14,46467,134254.25,20875.0,20875.0,20875.0
44,CLF,5,5,10,5,20800,10000,200,50.0,10888.52607105296,2,4,2000,4125.0,0,0,0
45,CLF,6,9,15,6,66850,16800,200,84.0,27019.668761848283,11,12,20400,49687.5,2487.5,1962.5,2487.5
46,CMH,5,5,10,5,116708,35075,800,43.84375,55502.52233907933,4,5,4100,2740.625,0,0,0
47,CMH,8,7,15,7,456464,201000,200,1005.0,227758.66728623083,4,51,117669,218227.25,154071.25,149421.25,154071.25
48,CMI,4,6,10,4,57250,18100,100,181.0,24838.327238362894,9,5,19700,51475.0,10500.0,10500.0,10500.0
49,CMI,10,5,15,5,58150,18100,100,181.0,25084.307843749644,10,5,16100,48037.5,10500.0,10000.0,10500.0
50,CMY,7,3,10,3,171087,72200,100,722.0,91642.80751373782,11,4,11500,12050.0,11175.0,11300.0,12050.0
51,CMY,8,7,15,7,1127991,572687,200,2863.435,624597.6166981427,60,21,275804,539845.5,0,0,0
52,COA,3,7,10,3,39451,17000,117,145.2991452991453,19359.521352554148,6,2,7000,1325.0,0,0,0
53,COA,8,7,15,7,54217,15200,117,129.9145299145299,22074.503142766316,3,2,3400,125.0,0,0,0
54,CP ,4,6,10,4,33650,13900,500,27.8,16267.529007197129,4,2,4500,4287.5,250.0,1000.0,1125.0
55,CP ,7,8,15,7,184300,56000,100,560.0,86766.29529949979,11,10,49000,25537.5,7262.5,6987.5,7262.5
56,CPC,4,6,10,4,478700,182700,100,1827.0,264888.2217087049,23,19,56900,410462.5,123087.5,123087.5,123087.5
57,CPC,7,8,15,7,369604,73000,100,730.0,128359.39239494709,22,12,40800,233987.5,169500.0,209485.0,231912.5
58,CPY,3,7,10,3,69415,42000,315,133.33333333333334,43688.0901962995,3,4,7000,15775.0,0,0,0
59,CPY,8,7,15,7,78600,42000,100,420.0,45941.48452107311,8,2,3400,4962.5,0,0,0
60,CU ,3,7,10,3,81800,23400,1000,23.4,38538.81160596419,2,4,4000,19500.0,0,0,0
61,CU ,6,9,15,6,145000,22200,1000,22.2,46440.0689060643,3,5,14600,30875.0,6375.0,4675.0,6375.0
62,CUC,5,5,10,5,32300,6000,500,12.0,12240.506525466992,6,4,12400,9375.0,5875.0,5625.0,6375.0
63,CUC,9,6,15,6,22100,5300,100,53.0,8326.463835266446,0,0,0,0.0,0,0,0
64,CUE,8,2,10,2,908460,325100,12300,26.43089430894309,432061.7867851773,35,51,110660,380340.0,0,0,0
65,CUE,7,8,15,7,988361,315050,2330,135.21459227467813,395796.28294490086,58,38,97200,137535.25,69323.25,79195.75,90334.25
66,CYM,1,9,10,1,71421,27900,100,279.0,35974.3775623707,1,1,200,75.0,0,0,0
67,CYM,4,11,15,4,392255,108900,100,1089.0,177517.36569980977,7,12,30300,13875.0,5712.5,3700.0,8300.0
68,CYR,7,3,10,3,151900,48900,200,244.5,68427.26064953937,1,4,400,2750.0,0,0,0
69,CYR,7,8,15,7,176176,62200,400,155.5,78454.50895901395,26,16,35250,81931.25,13256.25,13256.25,13256.25
70,DBD,6,4,10,4,103465,62000,300,206.66666666666666,66647.2822026525,2,1,1765,2460.0,0,0,0
71,DBD,7,8,15,7,140000,30800,100,308.0,55281.64252263133,13,4,25500,37162.5,30237.5,19100.0,30237.5
72,DCN,5,5,10,5,280120,236701,300,789.0033333333333,237953.41475591392,16,9,39000,34187.625,0,0,0
73,DCN,8,7,15,7,190037,120500,100,1205.0,122995.94533560853,19,16,36400,132475.0,25550.0,25550.0,25550.0
74,DI ,7,3,10,3,2408139,967300,6734,143.64419364419365,1203758.032530209,99,56,626395,637273.75,612473.75,612473.75,612473.75
75,DI ,5,10,15,5,2522414,967300,100,9673.0,1167091.6519305585,46,20,163095,349935.625,223373.125,223373.125,223373.125
76,DLT,4,6,10,4,78300,20000,400,50.0,33934.79040748594,1,1,500,31.25,0,0,0
77,DLT,8,7,15,7,351600,105700,200,528.5,168785.4851579365,6,1,10000,0.0,0,0,0
78,DP ,6,4,10,4,102900,27900,1000,27.9,42387.144277481115,9,6,33100,92437.5,67300.0,84737.5,87762.5
79,DP ,3,12,15,3,83000,20000,300,66.66666666666667,29081.265447019323,3,7,10300,91187.5,5687.5,5537.5,5687.5
80,DSI,6,4,10,4,626751,380000,300,1266.6666666666667,398560.59050161997,34,16,150751,30531.375,0,0,0
81,DSI,10,5,15,5,476260,179000,500,358.0,209455.4835758663,35,12,72780,4912.5,0,0,0
82,EFG,6,4,10,4,87800,32000,500,64.0,46406.249579124575,0,0,0,0.0,0,0,0
83,EFG,9,6,15,6,876900,288000,500,576.0,430739.8402748462,0,0,0,0.0,0,0,0
84,EHP,5,5,10,5,143050,60000,200,300.0,74641.89507240555,1,3,3300,668.75,0,0,0
85,EHP,4,11,15,4,56000,27200,100,272.0,31404.776706736826,2,6,5800,937.5,87.5,87.5,87.5
86,EKO,4,6,10,4,85242,27500,500,55.0,39775.758496853334,3,6,15000,3750.0,0,0,0
87,EKO,5,10,15,5,118800,39000,500,78.0,50445.019575771796,9,10,12600,3675.0,2875.0,2725.0,2875.0
88,EMC,5,5,10,5,211246,60050,500,120.1,88952.92752911508,17,21,45400,40649.5,0,0,0
89,EMC,11,4,15,4,573100,135600,500,271.2,233357.9439402053,19,59,129500,182900.0,163612.5,163412.5,163612.5
90,FBO,5,5,10,5,180400,60800,1000,60.8,79641.94874562023,23,7,46400,21000.0,0,0,0
91,FBO,5,10,15,5,1228300,956000,400,2390.0,960515.658383558,17,13,44900,49087.5,750.0,2375.0,4000.0
92,FDX,3,7,10,3,109950,25800,900,28.666666666666668,41483.40029457566,25,22,40400,161100.0,84337.5,54937.5,84337.5
93,FDX,9,6,15,6,211518,50100,200,250.5,76926.87387382903,37,28,78118,296404.25,17237.5,17237.5,17237.5
94,FFB,3,7,10,3,133812,36850,300,122.83333333333333,62005.67025684022,14,25,52712,122796.0,0,0,0
95,FFB,7,8,15,7,308458,107500,400,268.75,137855.77783321234,24,17,116959,189651.625,0,0,0
96,FLP,4,6,10,4,90600,21600,1200,18.0,36004.72191254919,6,8,8000,512.5,0,0,0
97,FLP,9,6,15,6,1121000,1003000,1000,1003.0,1003784.4091237918,2,4,5300,0.0,0,0,0
98,FMI,5,5,10,5,73707,34800,1500,23.2,40412.67930984037,3,6,10507,2440.125,0,0,0
99,FMI,9,6,15,6,133033,75000,500,150.0,77470.79478745523,3,1,1400,337.5,0,0,0
100,FNM,5,5,10,5,1303180,624000,200,3120.0,726085.4396350336,85,34,331800,846412.5,6000.0,2050.0,7550.0
101,FNM,8,7,15,7,2721352,473700,100,4737.0,905197.4127537042,66,74,580900,3136900.0,1054637.5,1054637.5,1054637.5
102,FOE,7,3,10,3,73450,16600,250,66.4,29009.351940365712,7,17,19600,24450.0,21275.0,21275.0,21275.0
103,FOE,6,9,15,6,266000,96000,200,480.0,122747.708736253,14,21,50100,31575.0,6412.5,4900.0,11450.0
104,FPC,4,6,10,4,45450,18000,100,180.0,22800.712708158928,4,6,3000,812.5,600.0,600.0,600.0
105,FPC,10,5,15,5,93077,25950,100,259.5,36247.85744013017,8,23,25162,15840.5,3537.5,1662.5,3537.5
106,FPL,5,5,10,5,2314995,683000,350,1951.4285714285713,1054998.4443234976,106,52,636400,826837.5,0,0,0
107,FPL,6,9,15,6,4829207,1630500,100,16305.0,2180785.863318313,108,40,386407,390481.25,190393.75,190393.75,190393.75
108,GBE,5,5,10,5,524900,143600,400,359.0,216218.89371652977,52,8,163500,25225.0,0,0,0
109,GBE,4,11,15,4,797500,223000,500,446.0,313671.88270547934,20,10,107400,17362.5,0,0,0
110,GE ,4,6,10,4,585418,230490,400,576.225,322025.85079462174,104,72,203690,441459.5,145743.75,145743.75,145743.75
111,GE ,9,6,15,6,3794142,874487,400,2186.2175,1488821.1622602628,161,196,671775,3244611.875,0,0,0
112,GFB,0,10,10,0,24800,10000,1000,10.0,11210.709165793214,0,0,0,0.0,0,0,0
113,GFB,0,15,15,0,66100,30000,500,60.0,32654.40245969906,0,0,0,-1.0231815394945443e-12,0,0,0
114,GLX,4,6,10,4,5922030,2176800,100,21768.0,2807278.0968226143,65,197,2166930,1999103.75,0,0,0
115,GLX,8,7,15,7,5006415,1263700,200,6318.5,1917412.6632587467,210,134,1234200,2877325.0,2201668.75,1934456.25,2298856.25
116,GMH,4,6,10,4,7130,2106,124,16.983870967741936,2966.5825456238363,2,1,1000,775.0,0,0,0
117,GMH,10,5,15,5,27242,12000,100,120.0,13226.251547585203,2,4,780,217.5,205.0,205.0,205.0
118,GPI,8,2,10,2,55600,15000,100,150.0,24263.552913784082,10,3,6000,4962.5,0,0,0
119,GPI,9,6,15,6,89312,39200,100,392.0,45757.838060817514,1,1,1000,500.0,0,0,0
120,GRH,5,5,10,5,33550,11000,150,73.33333333333333,15630.179141647737,3,2,1850,37.5,0,0,0
121,GRH,7,8,15,7,128300,48000,500,96.0,56414.2712440744,6,4,6000,2500.0,0,0,0
122,HAN,7,3,10,3,224575,48900,400,122.25,89504.37880349765,19,19,39315,24643.125,0,0,0
123,HAN,8,7,15,7,297766,85633,100,856.33,133038.533432987,15,10,20700,8300.0,2750.0,4250.0,5687.5
124,HAT,9,1,10,1,89812,42000,300,140.0,50759.51284242196,1,2,2012,178.0,0,0,0
125,HAT,12,3,15,3,96812,42000,100,420.0,48926.55867726648,5,8,13412,1603.0,0,0,0
126,HE ,7,3,10,3,28230,9680,100,96.8,13358.326991056927,15,3,5500,6825.0,0,0,0
127,HE ,9,6,15,6,29767,10000,100,100.0,12589.197313570075,7,7,4500,8237.5,2575.0,2250.0,4575.0
128,HF ,3,7,10,3,29200,7100,300,23.666666666666668,11677.328461596,8,4,9100,8075.0,0,0,0
129,HF ,4,11,15,4,119500,26000,100,260.0,43944.39668490171,6,7,14900,43700.0,9800.0,9175.0,9800.0
130,HFI,4,6,10,4,56700,37400,200,187.0,38679.83971011255,1,2,1000,750.0,0,0,0
131,HFI,10,5,15,5,75800,30000,100,300.0,35168.167424533225,16,5,18700,28987.5,0,0,0
132,HTR,3,7,10,3,2712145,1450400,600,2417.3333333333335,1745009.7726709154,29,5,62639,16047.25,0,0,0
133,HTR,8,7,15,7,1306675,305900,2000,152.95,453630.4083998338,69,39,229580,90800.0,43106.25,39075.0,43106.25
134,IBM,3,7,10,3,1719728,906450,100,9064.5,1089699.9970092685,52,92,213389,1170417.25,374175.0,374175.0,374175.0
135,IBM,8,7,15,7,789676,220800,300,736.0,356004.4021076144,47,40,106664,170584.5,500.0,375.0,550.0
136,ICM,6,4,10,4,198196,82200,596,137.91946308724832,108820.38051762179,1,3,2600,250.0,0,0,0
137,ICM,7,8,15,7,129170,80000,300,266.6666666666667,82241.14875170458,1,1,750,0.0,0,0,0
138,IEI,5,5,10,5,27300,10500,100,105.0,14231.303524273522,12,3,5300,1712.5,0,0,0
139,IEI,8,7,15,7,27850,12000,100,120.0,14764.56907600083,3,2,2200,3150.0,1300.0,1000.0,1500.0
140,IPT,4,6,10,4,21650,10450,100,104.5,11815.350185246309,5,6,4300,4587.5,0,0,0
141,IPT,7,8,15,7,30566,10450,100,104.5,13293.034115656215,5,3,1100,1337.5,1012.5,762.5,1087.5
142,IS ,4,6,10,4,36600,15000,500,30.0,17602.84067984483,2,4,1400,500.0,0,0,0
143,IS ,12,3,15,3,247900,110400,400,276.0,156558.90265328254,2,1,1000,0.0,0,0,0
144,ITG,4,6,10,4,61100,15000,2000,7.5,22965.40877058364,1,3,4000,0.0,0,0,0
145,ITG,7,8,15,7,248680,133800,2000,66.9,138838.92537757556,0,0,0,0.0,0,0,0
146,KFV,5,5,10,5,113250,46400,500,92.8,55283.83579311406,2,6,7400,3650.0,0,0,0
147,KFV,7,8,15,7,430385,186000,300,620.0,219985.82505470666,11,10,14500,13187.5,0,0,0
148,KR ,3,7,10,3,379740,111943,100,1119.43,177941.70251517772,3,3,5403,750.0,0,0,0
149,KR ,5,10,15,5,437752,130400,116,1124.1379310344828,178881.76124468364,1,3,1500,1375.0,0,0,0
150,KWD,5,5,10,5,117050,75300,1000,75.3,77796.48128289609,4,10,11450,26143.75,4175.0,4362.5,4737.5
151,KWD,7,8,15,7,55200,15400,100,154.0,21881.499034572564,5,11,7900,16837.5,8050.0,2850.0,8050.0
152,LOG,4,6,10,4,135600,90500,100,905.0,93573.39365439302,14,4,20300,8962.5,0,0,0
153,LOG,7,8,15,7,85800,36200,100,362.0,43859.32056017284,16,5,18100,13387.5,4375.0,4375.0,4375.0
154,LPX,4,6,10,4,79900,34100,100,341.0,40047.09727308585,20,9,33200,146100.0,0,0,0
155,LPX,9,6,15,6,115900,73000,100,730.0,75390.64928756085,5,8,7800,35600.0,31925.0,17875.0,31925.0
156,LUK,4,6,10,4,10700,2500,400,6.25,3814.4462245521304,2,3,1500,2225.0,1500.0,350.0,1600.0
157,LUK,6,9,15,6,60300,23700,300,79.0,26726.95268825086,6,14,9400,5412.5,4325.0,5012.5,5137.5
158,MBK,8,2,10,2,27300,7000,1000,7.0,10501.904589168576,2,1,2300,2437.5,0,0,0
159,MBK,9,6,15,6,81800,15000,100,150.0,26145.7453517776,6,8,21000,32625.0,2475.0,3237.5,4725.0
160,MC ,5,5,10,5,19150,6000,100,60.0,8893.958623695076,1,2,300,200.0,0,0,0
161,MC ,8,7,15,7,18300,9000,100,90.0,10249.390225764653,3,2,1700,2700.0,0,0,0
162,MCC,4,6,10,4,11400,3000,100,30.0,4835.286961494633,4,7,3200,875.0,0,0,0
163,MCC,7,8,15,7,20880,5000,400,12.5,7232.371671865322,4,5,3400,1325.0,0,0,0
164,MCN,8,2,10,2,26450,10638,100,106.38,13698.526490101043,2,2,1200,125.0,0,0,0
165,MCN,9,6,15,6,42362,29900,100,299.0,30220.61448746534,5,3,1600,700.0,0,0,0
166,MDP,6,4,10,4,57300,25000,200,125.0,29642.705679475348,3,5,3600,1987.5,0,0,0
167,MDP,11,4,15,4,119100,40000,100,400.0,47315.430886762515,20,20,49600,92625.0,0,0,0
168,MNY,5,5,10,5,43241,13600,896,15.178571428571429,18921.650060182383,6,4,8000,3112.5,2725.0,2275.0,2975.0
169,MNY,11,4,15,4,90000,18000,1000,18.0,30647.67527888535,3,2,4800,2000.0,1200.0,1200.0,1200.0
170,MO ,6,4,10,4,2368614,1483700,100,14837.0,1605945.2470180918,17,196,805680,700830.0,0,0,0
171,MO ,10,5,15,5,3892729,1461493,100,14614.93,2216975.4486292806,169,80,1469779,4991344.625,3262.5,7200.0,8700.0
172,MON,5,5,10,5,370199,144900,500,289.8,174642.46104828,41,7,140099,74187.0,0,0,0
173,MON,9,6,15,6,589525,175000,125,1400.0,263532.001140279,60,5,137700,96068.75,0,0,0
174,MRT,7,3,10,3,149110,29100,1000,29.1,58303.568501421934,9,8,15010,10812.5,0,0,0
175,MRT,5,10,15,5,384650,176200,400,440.5,196584.00875961402,13,37,58350,37956.25,26275.0,20525.0,26275.0
176,MTR,4,6,10,4,8130,5030,100,50.3,5162.450968290159,0,0,0,0.0,0,0,0
177,MTR,6,9,15,6,14360,5030,100,50.3,7243.742126829198,0,0,0,0.0,0,0,0
178,MX ,6,4,10,4,17000,8000,100,80.0,8768.12408671319,0,0,0,0.0,0,0,0
179,MX ,10,5,15,5,25580,5500,100,55.0,8356.272015677805,3,9,6180,15573.625,0,0,0
180,NI ,3,7,10,3,57556,26263,600,43.77166666666667,30003.06181042195,2,7,3818,1938.5,0,0,0
181,NI ,9,6,15,6,162754,38800,200,194.0,68894.90206103786,20,12,46371,11143.75,0,0,0
182,NIC,6,4,10,4,149200,85000,1000,85.0,89087.14834363035,15,7,32500,19750.0,3437.5,2012.5,3562.5
183,NIC,6,9,15,6,105152,25400,135,188.14814814814815,45066.6854117318,14,5,12400,18620.0,17412.5,17412.5,17412.5
184,NNP,7,3,10,3,118960,31000,1000,31.0,49050.90213237673,4,9,21500,9375.0,0,0,0
185,NNP,10,5,15,5,164240,31700,700,45.285714285714285,57868.17432751788,22,11,50300,24787.5,2350.0,2350.0,2350.0
186,NSI,5,5,10,5,225044,69200,200,346.0,96506.39531139893,20,23,63100,54375.0,19875.0,8850.0,24875.0
187,NSI,6,9,15,6,151277,46300,800,57.875,58861.97992762391,3,4,12000,12210.25,0,0,0
188,NSO,8,2,10,2,125160,30000,260,115.38461538461539,54672.09160074269,1,1,1300,7.105427357601002e-15,0,0,0
189,NSO,11,4,15,4,127020,30000,260,115.38461538461539,47698.90145485533,0,0,0,0.0,0,0,0
190,NSP,5,5,10,5,358136,258720,200,1293.6,267377.6240750149,7,1,12000,24725.0,24675.0,24675.0,24675.0
191,NSP,11,4,15,4,510225,195800,100,1958.0,252698.11658380044,36,14,88950,188893.75,0,0,0
192,NT ,5,5,10,5,52300,20000,500,40.0,24453.425117966603,4,5,7200,10825.0,9500.0,9500.0,9500.0
193,NT ,10,5,15,5,119695,22100,200,110.5,42985.27683986693,5,4,10400,1050.0,0,0,0
194,OCQ,6,4,10,4,53621,34121,400,85.3025,35277.650729605,1,1,500,187.5,0,0,0
195,OCQ,9,6,15,6,63717,17900,110,162.72727272727272,27785.779078514246,3,2,1620,340.0,280.0,280.0,280.0
196,OEH,2,8,10,2,129100,46500,300,155.0,60962.52947508002,21,34,46500,737.5,0,0,0
197,OEH,5,10,15,5,82800,15000,400,37.5,28638.086528258133,2,3,2800,0.0,0,0,0
198,PCO,5,5,10,5,92500,50400,100,504.0,55558.52769827509,4,4,6000,2000.0,750.0,750.0,750.0
199,PCO,6,9,15,6,298056,53300,500,106.6,100126.98605271208,9,6,12800,7650.0,0,0,0
200,PEO,5,5,10,5,8848,2600,100,26.0,3647.122701527877,2,2,748,311.5,0,0,0
201,PEO,7,8,15,7,44774,9200,100,92.0,15669.415368800459,12,13,12510,26608.125,23527.25,22948.875,23527.25
202,PH ,8,2,10,2,68425,18000,200,90.0,30151.378492533306,2,3,10600,450.0,0,0,0
203,PH ,9,6,15,6,107000,18000,200,90.0,36742.61830626663,5,12,21900,14425.0,11300.0,11175.0,11300.0
204,PIM,3,7,10,3,781466,705200,600,1175.3333333333333,706291.8070287945,1,4,800,0.0,0,0,0
205,PIM,7,8,15,7,3202285,1325500,600,2209.1666666666665,1542486.8453977169,16,10,112200,9750.0,0,0,0
206,PIR,5,5,10,5,112216,30800,750,41.06666666666667,45244.44690788031,12,6,8626,4762.5,4462.5,3462.5,4462.5
207,PIR,12,3,15,3,468796,227000,1500,151.33333333333334,244344.99547975196,8,6,28600,49487.5,33562.5,33500.0,33562.5
208,PLP,9,1,10,1,16650,4000,100,40.0,6911.04188961404,1,1,200,300.0,0,0,0
209,PLP,6,9,15,6,137419,34000,100,340.0,55158.57105654569,2,2,2219,2797.5,0,0,0
210,PMI,3,7,10,3,207681,60000,1000,60.0,95671.33510618527,10,5,22100,44437.5,5632.75,4117.25,6750.0
211,PMI,5,10,15,5,326700,60000,800,75.0,119687.13381145026,26,14,59300,128962.5,112312.5,111812.5,112312.5
212,POM,8,2,10,2,199475,54300,200,271.5,81378.48686845928,2,3,1500,562.5,0,0,0
213,POM,8,7,15,7,1360212,795400,100,7954.0,865162.525046017,16,11,36350,7075.0,0,0,0
214,PPL,9,1,10,1,179057,142300,100,1423.0,143368.86916273003,1,4,1900,1737.5,0,0,0
215,PPL,10,5,15,5,47218,16000,100,160.0,20566.47573115044,6,7,10600,2987.5,0,0,0
216,PRI,5,5,10,5,75766,37000,200,185.0,42845.31568328095,4,9,5300,20622.0,13762.5,7407.0,14097.0
217,PRI,12,3,15,3,146800,59700,100,597.0,67353.09940901013,5,3,7500,13187.5,0,0,0
218,RDA,4,6,10,4,89552,57500,200,287.5,58958.73051550551,5,2,5100,6862.5,0,0,0
219,RDA,5,10,15,5,113775,29000,100,290.0,45059.301204079944,10,9,25400,39850.0,725.0,200.0,725.0
220,REC,3,7,10,3,172348,60200,148,406.7567567567568,94391.21730330634,1,1,300,37.5,0,0,0
221,REC,2,13,15,2,195034,50800,134,379.1044776119403,87192.70586465362,3,8,21134,8000.0,5000.0,5000.0,5000.0
222,RPS,5,5,10,5,76797,26900,166,162.04819277108433,34439.63381048062,11,7,11926,2294.75,994.75,994.75,994.75
223,RPS,6,9,15,6,85550,17700,100,177.0,31002.916798262708,12,8,25484,3150.0,550.0,275.0,550.0
224,SAH,10,0,10,0,186300,60300,700,86.14285714285714,90135.06531866497,0,0,0,0.0,0,0,0
225,SAH,5,10,15,5,136836,60300,100,603.0,74554.11790102543,5,2,2300,2500.0,2437.5,2437.5,2437.5
226,SJI,8,2,10,2,65950,53400,100,534.0,53680.65293939708,2,1,2000,450.0,0,0,0
227,SJI,9,6,15,6,38700,12000,100,120.0,17075.420931854067,2,5,3600,2225.0,0,0,0
228,SLB,8,2,10,2,535511,118790,200,593.95,213371.0473353871,34,35,112874,134087.25,0,0,0
229,SLB,10,5,15,5,359529,94800,200,474.0,141978.16612071026,54,44,106674,265011.875,0,0,0
230,SLT,5,5,10,5,112600,48000,1000,48.0,57285.77484856079,3,4,6100,1787.5,0,0,0
231,SLT,10,5,15,5,293650,128000,500,256.0,140170.86894215932,3,5,6700,1500.0,1250.0,1250.0,1250.0
232,SNT,6,4,10,4,87750,35600,100,356.0,43003.74983649682,8,17,29700,163350.0,57412.5,57412.5,57412.5
233,SNT,9,6,15,6,165692,36100,100,361.0,68601.2628455191,13,17,38000,191300.0,166650.0,176575.0,190425.0
234,SPF,7,3,10,3,675242,197900,4000,49.475,280063.0803301285,31,25,90000,103787.5,32512.5,32512.5,32512.5
235,SPF,5,10,15,5,482580,113800,900,126.44444444444444,187036.25423965268,17,9,49800,109650.0,109650.0,109650.0,109650.0
236,SWY,3,7,10,3,136400,46350,150,309.0,62883.50340113057,3,1,600,150.0,0,0,0
237,SWY,7,8,15,7,149350,51200,100,512.0,64386.275711521004,1,2,2000,0.0,0,0,0
238,T  ,5,5,10,5,897938,617336,100,6173.36,666041.4892557369,0,0,0,0.0,0,0,0
239,T  ,7,8,15,7,4450012,1411580,100,14115.8,2197921.9649327863,111,65,264025,356437.5,204787.5,204787.5,204787.5
240,TCI,7,3,10,3,122589,80300,189,424.86772486772486,84023.89970121597,3,3,7489,1204.25,0,0,0
241,TCI,11,4,15,4,221650,88000,200,440.0,109666.04419782816,6,4,7650,7075.0,175.0,100.0,175.0
