,numOfTraders,minNumOfUnitsPerTrader,maxNumOfUnitsPerTrader,maxNoiseSize,Total buyers,Total sellers,Total traders,Min total traders,Total units,Max units per trader,Min units per trader,Normalized max units per trader,stddev,Optimal buyers,Optimal sellers,Optimal units,Optimal gain,MUDA-lottery gain,MUDA-Vickrey traders gain,MUDA-Vickrey total gain
0,2000000,100,100000,250,20,20,40,20,4000000,100000,100000,1,632455.532,10039,10039,1003900,251571281.6,250538317.9,250554737.3,251506455.3
1,4000000,100,100000,250,40,40,80,40,8000000,100000,100000,1,894427.191,20007,20007,2000700,500682861.5,437061207,387284769,490103858.9
2,6000000,100,100000,250,60,60,120,60,12000000,100000,100000,1,1095445.115,29988,29988,2998800,752690340.8,630471841.4,533803134.5,727858819.1
3,8000000,100,100000,250,80,80,160,80,16000000,100000,100000,1,1264911.064,40023,40023,4002300,1000777155,958856810.1,928007329.2,998430124.7
4,10000000,100,100000,250,100,100,200,100,20000000,100000,100000,1,1414213.562,49781,49781,4978100,1244617306,1244240129,1244281877,1244612891
5,12000000,100,100000,250,120,120,240,120,24000000,100000,100000,1,1549193.338,59824,59824,5982400,1495504572,1375398335,1275780453,1483638052
6,14000000,100,100000,250,140,140,280,140,28000000,100000,100000,1,1673320.053,70001,70001,7000100,1749876072,1497603059,1294615828,1706138973
7,16000000,100,100000,250,160,160,320,160,32000000,100000,100000,1,1788854.382,79917,79917,7991700,1996633684,1900300483,1817579691,1990711319
8,18000000,100,100000,250,180,180,360,180,36000000,100000,100000,1,1897366.596,89838,89838,8983800,2243138302,2242634904,2242709310,2243135415
9,20000000,100,100000,250,200,200,400,200,40000000,100000,100000,1,2000000,99995,99995,9999500,2498261671,2353672916,2225370875,2487580212
10,22000000,100,100000,250,220,220,440,220,44000000,100000,100000,1,2097617.696,110068,110068,11006800,2752212707,2468471236,2228563883,2716838547
11,24000000,100,100000,250,240,240,480,240,48000000,100000,100000,1,2190890.23,120062,120062,12006200,3009413403,2929180230,2856386711,3006518991
12,26000000,100,100000,250,260,260,520,260,52000000,100000,100000,1,2280350.85,130238,130238,13023800,3252934538,3225178993,3205743111,3252588082
13,28000000,100,100000,250,280,280,560,280,56000000,100000,100000,1,2366431.913,140057,140057,14005700,3496967461,3282879574,3086758164,3480073375
14,30000000,100,100000,250,300,300,600,300,60000000,100000,100000,1,2449489.743,149995,149995,14999500,3750273192,3147149925,2663598776,3633786882
15,32000000,100,100000,250,320,320,640,320,64000000,100000,100000,1,2529822.128,159884,159884,15988400,3997223218,3719595483,3466895370,3973041426
16,34000000,100,100000,250,340,340,680,340,68000000,100000,100000,1,2607680.962,170128,170128,17012800,4258200719,4092272253,3937444042,4249923725
17,36000000,100,100000,250,360,360,720,360,72000000,100000,100000,1,2683281.573,180196,180196,18019600,4499951342,4461824049,4429585784,4499480419
18,38000000,100,100000,250,380,380,760,380,76000000,100000,100000,1,2756809.75,189937,189937,18993700,4761159551,4447172223,4168320367,4735742744
19,40000000,100,100000,250,400,400,800,400,80000000,100000,100000,1,2828427.125,200015,200015,20001500,4998795150,4776207907,4580316968,4986757675
20,2000000,100,100000,250,20,20,40,20,4000000,100000,100000,1,632455.532,9964,9964,996400,248736215,159929159.9,107152997.6,210385720.1
21,4000000,100,100000,250,40,40,80,40,8000000,100000,100000,1,894427.191,20008,20008,2000800,501637430.4,380248865.5,294023594,466021672.3
22,6000000,100,100000,250,60,60,120,60,12000000,100000,100000,1,1095445.115,30009,30009,3000900,753624946.9,613072134.7,504069909.4,720914519.6
23,8000000,100,100000,250,80,80,160,80,16000000,100000,100000,1,1264911.064,39980,39980,3998000,1000632466,948796563.5,904701302.9,996937538.7
24,10000000,100,100000,250,100,100,200,100,20000000,100000,100000,1,1414213.562,49953,49953,4995300,1248047282,1176365592,1116893229,1242747352
25,12000000,100,100000,250,120,120,240,120,24000000,100000,100000,1,1549193.338,59934,59934,5993400,1492618878,1279046807,1105245106,1454919900
26,14000000,100,100000,250,140,140,280,140,28000000,100000,100000,1,1673320.053,69890,69890,6989000,1743973224,1685131229,1637066842,1741434061
27,16000000,100,100000,250,160,160,320,160,32000000,100000,100000,1,1788854.382,79898,79898,7989800,1991947694,1991193272,1991260906,1991942241
28,18000000,100,100000,250,180,180,360,180,36000000,100000,100000,1,1897366.596,90133,90133,9013300,2255094983,2126669378,2009938054,2245491365
29,20000000,100,100000,250,200,200,400,200,40000000,100000,100000,1,2000000,100116,100116,10011600,2503184008,2485801620,2475429970,2502976813
30,22000000,100,100000,250,220,220,440,220,44000000,100000,100000,1,2097617.696,110142,110142,11014200,2749524095,2703485750,2663812530,2748433995
31,24000000,100,100000,250,240,240,480,240,48000000,100000,100000,1,2190890.23,119707,119707,11970700,2994222012,2948567349,2909941467,2993251389
32,26000000,100,100000,250,260,260,520,260,52000000,100000,100000,1,2280350.85,130001,130001,13000100,3250715560,3179896102,3115279027,3248610536
33,28000000,100,100000,250,280,280,560,280,56000000,100000,100000,1,2366431.913,139860,139860,13986000,3494371179,3404563842,3326482416,3491402393
34,30000000,100,100000,250,300,300,600,300,60000000,100000,100000,1,2449489.743,149834,149834,14983400,3747654152,3634992684,3539064239,3743485739
35,32000000,100,100000,250,320,320,640,320,64000000,100000,100000,1,2529822.128,159979,159979,15997900,3996757730,3790533568,3599447312,3983124351
36,34000000,100,100000,250,340,340,680,340,68000000,100000,100000,1,2607680.962,169800,169800,16980000,4239676380,4035256951,3852334066,4227337837
37,36000000,100,100000,250,360,360,720,360,72000000,100000,100000,1,2683281.573,180310,180310,18031000,4507025129,4274271790,4053644734,4491527397
38,38000000,100,100000,250,380,380,760,380,76000000,100000,100000,1,2756809.75,190057,190057,19005700,4747465362,4651654154,4569385997,4744996892
39,40000000,100,100000,250,400,400,800,400,80000000,100000,100000,1,2828427.125,200451,200451,20045100,5001844564,4798846390,4612888536,4991442344
40,2000000,100,100000,250,20,20,40,20,4000000,100000,100000,1,632455.532,9976,9976,997600,248054764.8,137263691.5,80030716.79,190154386.6
41,4000000,100,100000,250,40,40,80,40,8000000,100000,100000,1,894427.191,20069,20069,2006900,504074771,503560002.4,503521639.1,504056692.6
42,6000000,100,100000,250,60,60,120,60,12000000,100000,100000,1,1095445.115,29929,29929,2992900,748159742.9,399255264.6,229174224.8,565350200.5
43,8000000,100,100000,250,80,80,160,80,16000000,100000,100000,1,1264911.064,39977,39977,3997700,998262441.4,940431211.5,899426016.1,994243888
44,10000000,100,100000,250,100,100,200,100,20000000,100000,100000,1,1414213.562,49972,49972,4997200,1250245008,1201170736,1164414198,1247812171
45,12000000,100,100000,250,120,120,240,120,24000000,100000,100000,1,1549193.338,60011,60011,6001100,1500869040,1466572592,1440744569,1499782956
46,14000000,100,100000,250,140,140,280,140,28000000,100000,100000,1,1673320.053,69847,69847,6984700,1746652978,1610481552,1492144811,1733138637
47,16000000,100,100000,250,160,160,320,160,32000000,100000,100000,1,1788854.382,80033,80033,8003300,2001215875,1640502924,1357649600,1921925825
48,18000000,100,100000,250,180,180,360,180,36000000,100000,100000,1,1897366.596,90252,90252,9025200,2253488765,2128733943,2018270645,2244671335
49,20000000,100,100000,250,200,200,400,200,40000000,100000,100000,1,2000000,99844,99844,9984400,2497670140,2490746010,2490376318,2497625562
50,22000000,100,100000,250,220,220,440,220,44000000,100000,100000,1,2097617.696,109990,109990,10999000,2749880820,2471352669,2234228069,2715016224
51,24000000,100,100000,250,240,240,480,240,48000000,100000,100000,1,2190890.23,120044,120044,12004400,3001517620,2917481459,2839338011,2998249930
52,26000000,100,100000,250,260,260,520,260,52000000,100000,100000,1,2280350.85,129495,129495,12949500,3231458626,2934396021,2673578746,3197508231
53,28000000,100,100000,250,280,280,560,280,56000000,100000,100000,1,2366431.913,139857,139857,13985700,3503371355,3490054903,3482318246,3503271416
54,30000000,100,100000,250,300,300,600,300,60000000,100000,100000,1,2449489.743,150288,150288,15028800,3755353820,3264945261,2853624248,3676764495
55,32000000,100,100000,250,320,320,640,320,64000000,100000,100000,1,2529822.128,160124,160124,16012400,4010342762,3583372977,3207198988,3953792702
56,34000000,100,100000,250,340,340,680,340,68000000,100000,100000,1,2607680.962,170574,170574,17057400,4260163035,3902979082,3583043332,4222569825
57,36000000,100,100000,250,360,360,720,360,72000000,100000,100000,1,2683281.573,179925,179925,17992500,4494324201,4172486421,3885585898,4465692497
58,38000000,100,100000,250,380,380,760,380,76000000,100000,100000,1,2756809.75,189655,189655,18965500,4738532529,4125325428,3610392845,4642154773
59,40000000,100,100000,250,400,400,800,400,80000000,100000,100000,1,2828427.125,200052,200052,20005200,5000980466,4945795802,4897169561,5000131593
60,2000000,100,100000,250,20,20,40,20,4000000,100000,100000,1,632455.532,10046,10046,1004600,251522343.4,250540942.1,250622927.4,251465704.6
61,4000000,100,100000,250,40,40,80,40,8000000,100000,100000,1,894427.191,19828,19828,1982800,495330011.7,495062861.8,495025386.2,495320736.2
62,6000000,100,100000,250,60,60,120,60,12000000,100000,100000,1,1095445.115,29976,29976,2997600,751709205.2,595959917.8,481290789.5,712464857.7
63,8000000,100,100000,250,80,80,160,80,16000000,100000,100000,1,1264911.064,40047,40047,4004700,999279932,855552664,741510651.6,973731817.4
64,10000000,100,100000,250,100,100,200,100,20000000,100000,100000,1,1414213.562,50165,50165,5016500,1258431048,1180396701,1115577575,1252225665
65,12000000,100,100000,250,120,120,240,120,24000000,100000,100000,1,1549193.338,60039,60039,6003900,1497742165,1335569593,1200886317,1475996166
66,14000000,100,100000,250,140,140,280,140,28000000,100000,100000,1,1673320.053,70209,70209,7020900,1755831712,1419587216,1158810067,1678005189
67,16000000,100,100000,250,160,160,320,160,32000000,100000,100000,1,1788854.382,80083,80083,8008300,2001540636,1923508023,1855748519,1997602957
68,18000000,100,100000,250,180,180,360,180,36000000,100000,100000,1,1897366.596,89858,89858,8985800,2243935731,2154147349,2081458774,2239507450
69,20000000,100,100000,250,200,200,400,200,40000000,100000,100000,1,2000000,99918,99918,9991800,2496804220,2470702487,2452278598,2496397461
70,22000000,100,100000,250,220,220,440,220,44000000,100000,100000,1,2097617.696,109796,109796,10979600,2744536457,2644928369,2556434236,2739929575
71,24000000,100,100000,250,240,240,480,240,48000000,100000,100000,1,2190890.23,120382,120382,12038200,3010392529,2898245443,2797304286,3004962322
72,26000000,100,100000,250,260,260,520,260,52000000,100000,100000,1,2280350.85,130045,130045,13004500,3248891619,3069222284,2914357394,3236658348
73,28000000,100,100000,250,280,280,560,280,56000000,100000,100000,1,2366431.913,140055,140055,14005500,3502322302,3110175341,2773628969,3448523741
74,30000000,100,100000,250,300,300,600,300,60000000,100000,100000,1,2449489.743,150181,150181,15018100,3755278524,3645022670,3547044038,3751105749
75,32000000,100,100000,250,320,320,640,320,64000000,100000,100000,1,2529822.128,160093,160093,16009300,4001573276,3949597048,3905780064,4000651260
76,34000000,100,100000,250,340,340,680,340,68000000,100000,100000,1,2607680.962,169864,169864,16986400,4245413042,4207980236,4183190294,4244996879
77,36000000,100,100000,250,360,360,720,360,72000000,100000,100000,1,2683281.573,179885,179885,17988500,4488871774,4408746626,4333360657,4486923940
78,38000000,100,100000,250,380,380,760,380,76000000,100000,100000,1,2756809.75,189638,189638,18963800,4738964852,4661209775,4593733977,4737329830
79,40000000,100,100000,250,400,400,800,400,80000000,100000,100000,1,2828427.125,200190,200190,20019000,5007248557,4769632853,4556138883,4993217654
80,2000000,100,100000,250,20,20,40,20,4000000,100000,100000,1,632455.532,9962,9962,996200,249041481.5,107397167.9,51097464.16,158490317.7
81,4000000,100,100000,250,40,40,80,40,8000000,100000,100000,1,894427.191,19816,19816,1981600,493715694.9,455165257,424681062.5,489451007.3
82,6000000,100,100000,250,60,60,120,60,12000000,100000,100000,1,1095445.115,29933,29933,2993300,749522574.6,732122400,720698551,748822410.5
83,8000000,100,100000,250,80,80,160,80,16000000,100000,100000,1,1264911.064,39909,39909,3990900,1002872580,686381017.4,482435466.8,886526025.5
84,10000000,100,100000,250,100,100,200,100,20000000,100000,100000,1,1414213.562,50006,50006,5000600,1250497173,1009391585,829099458.5,1195145748
85,12000000,100,100000,250,120,120,240,120,24000000,100000,100000,1,1549193.338,60043,60043,6004300,1504389590,1368799841,1251432131,1488977317
86,14000000,100,100000,250,140,140,280,140,28000000,100000,100000,1,1673320.053,70038,70038,7003800,1754956539,1475087044,1248093671,1700105560
87,16000000,100,100000,250,160,160,320,160,32000000,100000,100000,1,1788854.382,79788,79788,7978800,1993207384,1922093399,1860364678,1989819965
88,18000000,100,100000,250,180,180,360,180,36000000,100000,100000,1,1897366.596,90014,90014,9001400,2244884059,1918513635,1651690920,2187027644
89,20000000,100,100000,250,200,200,400,200,40000000,100000,100000,1,2000000,100119,100119,10011900,2503445344,2463832522,2433132386,2502602845
90,22000000,100,100000,250,220,220,440,220,44000000,100000,100000,1,2097617.696,109884,109884,10988400,2746151106,2343057224,2009088326,2673652048
91,24000000,100,100000,250,240,240,480,240,48000000,100000,100000,1,2190890.23,119763,119763,11976300,2990541492,2943839756,2904649760,2989542253
92,26000000,100,100000,250,260,260,520,260,52000000,100000,100000,1,2280350.85,130202,130202,13020200,3253186758,3086789131,2938399910,3242521690
93,28000000,100,100000,250,280,280,560,280,56000000,100000,100000,1,2366431.913,140109,140109,14010900,3502839301,3145431252,2842208482,3458689185
94,30000000,100,100000,250,300,300,600,300,60000000,100000,100000,1,2449489.743,150206,150206,15020600,3747455103,3598490159,3462836170,3739872911
95,32000000,100,100000,250,320,320,640,320,64000000,100000,100000,1,2529822.128,160106,160106,16010600,4011456319,3873606597,3746971002,4005329765
96,34000000,100,100000,250,340,340,680,340,68000000,100000,100000,1,2607680.962,169994,169994,16999400,4251804181,3992245758,3754398450,4231965063
97,36000000,100,100000,250,360,360,720,360,72000000,100000,100000,1,2683281.573,179919,179919,17991900,4504684711,4039638419,3644029777,4446807251
98,38000000,100,100000,250,380,380,760,380,76000000,100000,100000,1,2756809.75,190156,190156,19015600,4751034859,4420967107,4126569978,4722644969
99,40000000,100,100000,250,400,400,800,400,80000000,100000,100000,1,2828427.125,199782,199782,19978200,4993969980,4846957557,4713221194,4988468095
100,2000000,100,100000,250,20,20,40,20,4000000,100000,100000,1,632455.532,9989,9989,998900,248542544.6,179756699.8,136430944.7,225401085.7
101,4000000,100,100000,250,40,40,80,40,8000000,100000,100000,1,894427.191,19908,19908,1990800,495564962.7,403749052.5,336683610,474400985.4
102,6000000,100,100000,250,60,60,120,60,12000000,100000,100000,1,1095445.115,30047,30047,3004700,747847076.1,703680740.1,668831818.4,744241587.9
103,8000000,100,100000,250,80,80,160,80,16000000,100000,100000,1,1264911.064,39988,39988,3998800,1002703271,952964279.2,911841916.3,999342070.9
104,10000000,100,100000,250,100,100,200,100,20000000,100000,100000,1,1414213.562,50104,50104,5010400,1252167131,1004700135,820080802.4,1193513877
105,12000000,100,100000,250,120,120,240,120,24000000,100000,100000,1,1549193.338,60246,60246,6024600,1502902252,1499447708,1499584553,1502868277
106,14000000,100,100000,250,140,140,280,140,28000000,100000,100000,1,1673320.053,70211,70211,7021100,1752568099,1587298200,1443873928,1732770494
107,16000000,100,100000,250,160,160,320,160,32000000,100000,100000,1,1788854.382,80017,80017,8001700,2002017431,1408329875,1011849336,1795584462
108,18000000,100,100000,250,180,180,360,180,36000000,100000,100000,1,1897366.596,90025,90025,9002500,2248840777,1989273723,1772750721,2212197067
109,20000000,100,100000,250,200,200,400,200,40000000,100000,100000,1,2000000,99787,99787,9978700,2493988777,2442405606,2396067720,2492450320
110,22000000,100,100000,250,220,220,440,220,44000000,100000,100000,1,2097617.696,110178,110178,11017800,2751607736,2606401382,2476865377,2741860973
111,24000000,100,100000,250,240,240,480,240,48000000,100000,100000,1,2190890.23,120155,120155,12015500,3002139688,2918337083,2842861673,2998998533
112,26000000,100,100000,250,260,260,520,260,52000000,100000,100000,1,2280350.85,129872,129872,12987200,3248495105,3174705334,3114296929,3246409381
113,28000000,100,100000,250,280,280,560,280,56000000,100000,100000,1,2366431.913,139802,139802,13980200,3493763068,3437263234,3391157584,3492556629
114,30000000,100,100000,250,300,300,600,300,60000000,100000,100000,1,2449489.743,149910,149910,14991000,3748765849,3709037736,3676988638,3748173911
115,32000000,100,100000,250,320,320,640,320,64000000,100000,100000,1,2529822.128,159760,159760,15976000,3994249475,3827180663,3675437876,3985420311
116,34000000,100,100000,250,340,340,680,340,68000000,100000,100000,1,2607680.962,169814,169814,16981400,4247916889,3731141769,3291594398,4170853632
117,36000000,100,100000,250,360,360,720,360,72000000,100000,100000,1,2683281.573,180302,180302,18030200,4512011791,4190600146,3911844406,4484357472
118,38000000,100,100000,250,380,380,760,380,76000000,100000,100000,1,2756809.75,189725,189725,18972500,4747238690,4414687050,4111376998,4718019128
119,40000000,100,100000,250,400,400,800,400,80000000,100000,100000,1,2828427.125,200014,200014,20001400,4994764594,4587582831,4225649216,4953582941
120,2000000,100,100000,250,20,20,40,20,4000000,100000,100000,1,632455.532,9989,9989,998900,250293421.6,93714038.45,38563974.24,141430744.1
121,4000000,100,100000,250,40,40,80,40,8000000,100000,100000,1,894427.191,19971,19971,1997100,500857026,479494455.7,466935663.6,499508017.2
122,6000000,100,100000,250,60,60,120,60,12000000,100000,100000,1,1095445.115,30058,30058,3005800,750071844.3,589737636.5,474628886.2,708837720.1
123,8000000,100,100000,250,80,80,160,80,16000000,100000,100000,1,1264911.064,40058,40058,4005800,998658613.1,694819367.7,498089578.7,890317264.5
124,10000000,100,100000,250,100,100,200,100,20000000,100000,100000,1,1414213.562,50179,50179,5017900,1257456926,1160146397,1072949045,1247604969
125,12000000,100,100000,250,120,120,240,120,24000000,100000,100000,1,1549193.338,60026,60026,6002600,1498507836,1474777387,1460886520,1497988678
126,14000000,100,100000,250,140,140,280,140,28000000,100000,100000,1,1673320.053,70063,70063,7006300,1749803434,1442306398,1201272329,1684407753
127,16000000,100,100000,250,160,160,320,160,32000000,100000,100000,1,1788854.382,79795,79795,7979500,1999116346,1771959410,1577304542,1966718842
128,18000000,100,100000,250,180,180,360,180,36000000,100000,100000,1,1897366.596,90110,90110,9011000,2247743194,2050710223,1882243558,2226485486
129,20000000,100,100000,250,200,200,400,200,40000000,100000,100000,1,2000000,100358,100358,10035800,2502423877,2248904448,2033404763,2470829167
130,22000000,100,100000,250,220,220,440,220,44000000,100000,100000,1,2097617.696,109959,109959,10995900,2744952941,2552675581,2384925342,2728199313
131,24000000,100,100000,250,240,240,480,240,48000000,100000,100000,1,2190890.23,120167,120167,12016700,2995283966,2955260526,2919763746,2994486168
132,26000000,100,100000,250,260,260,520,260,52000000,100000,100000,1,2280350.85,129925,129925,12992500,3244399106,2639230915,2176943898,3111096605
133,28000000,100,100000,250,280,280,560,280,56000000,100000,100000,1,2366431.913,140342,140342,14034200,3505291427,3360578625,3228185372,3497563186
134,30000000,100,100000,250,300,300,600,300,60000000,100000,100000,1,2449489.743,150176,150176,15017600,3755933854,3428674711,3141947861,3720603192
135,32000000,100,100000,250,320,320,640,320,64000000,100000,100000,1,2529822.128,160203,160203,16020300,4007983997,3927321256,3851910327,4005748672
136,34000000,100,100000,250,340,340,680,340,68000000,100000,100000,1,2607680.962,170099,170099,17009900,4250442905,3966539352,3704516678,4226540492
137,36000000,100,100000,250,360,360,720,360,72000000,100000,100000,1,2683281.573,179845,179845,17984500,4489099198,4371377560,4266718168,4485169174
138,38000000,100,100000,250,380,380,760,380,76000000,100000,100000,1,2756809.75,189569,189569,18956900,4741533245,4623485134,4516110059,4737763653
139,40000000,100,100000,250,400,400,800,400,80000000,100000,100000,1,2828427.125,200081,200081,20008100,4993039505,4986202591,4986239450,4993018042
140,2000000,100,100000,250,20,20,40,20,4000000,100000,100000,1,632455.532,10020,10020,1002000,249861511.2,203445677.2,171954956.5,238729695.1
141,4000000,100,100000,250,40,40,80,40,8000000,100000,100000,1,894427.191,20013,20013,2001300,498562962.1,300104243.4,192265457.1,408964328.6
142,6000000,100,100000,250,60,60,120,60,12000000,100000,100000,1,1095445.115,29992,29992,2999200,751125094.2,722944571.8,704310057.1,749669770.8
143,8000000,100,100000,250,80,80,160,80,16000000,100000,100000,1,1264911.064,40233,40233,4023300,1008774972,870031199.3,755129153.9,984464931.6
144,10000000,100,100000,250,100,100,200,100,20000000,100000,100000,1,1414213.562,49928,49928,4992800,1247653498,1147478388,1064400563,1237563360
145,12000000,100,100000,250,120,120,240,120,24000000,100000,100000,1,1549193.338,60003,60003,6000300,1498117946,1399343543,1315301773,1489845278
146,14000000,100,100000,250,140,140,280,140,28000000,100000,100000,1,1673320.053,70075,70075,7007500,1754696552,1517280525,1327038152,1715897237
147,16000000,100,100000,250,160,160,320,160,32000000,100000,100000,1,1788854.382,80024,80024,8002400,2000990412,2000955899,2000959737,2000990180
148,18000000,100,100000,250,180,180,360,180,36000000,100000,100000,1,1897366.596,90282,90282,9028200,2257173635,2201830779,2155276654,2255341153
149,20000000,100,100000,250,200,200,400,200,40000000,100000,100000,1,2000000,99897,99897,9989700,2503027992,2123413016,1817500603,2433670973
150,22000000,100,100000,250,220,220,440,220,44000000,100000,100000,1,2097617.696,109871,109871,10987100,2752556360,2463106521,2209393688,2714589017
151,24000000,100,100000,250,240,240,480,240,48000000,100000,100000,1,2190890.23,119644,119644,11964400,2992098805,2700548861,2451463416,2957314584
152,26000000,100,100000,250,260,260,520,260,52000000,100000,100000,1,2280350.85,129925,129925,12992500,3251992690,2926779647,2642870016,3211513252
153,28000000,100,100000,250,280,280,560,280,56000000,100000,100000,1,2366431.913,140209,140209,14020900,3506591998,3386276873,3280821530,3501389311
154,30000000,100,100000,250,300,300,600,300,60000000,100000,100000,1,2449489.743,149913,149913,14991300,3755229184,3685637626,3626859988,3753575172
155,32000000,100,100000,250,320,320,640,320,64000000,100000,100000,1,2529822.128,159817,159817,15981700,3998220916,3972159310,3952866346,3997961625
156,34000000,100,100000,250,340,340,680,340,68000000,100000,100000,1,2607680.962,169818,169818,16981800,4245265194,4111112450,3988352230,4239855964
157,36000000,100,100000,250,360,360,720,360,72000000,100000,100000,1,2683281.573,179668,179668,17966800,4497231034,4316011629,4152300766,4488152946
158,38000000,100,100000,250,380,380,760,380,76000000,100000,100000,1,2756809.75,190040,190040,19004000,4752007924,4631936855,4519961812,4748035550
159,40000000,100,100000,250,400,400,800,400,80000000,100000,100000,1,2828427.125,200385,200385,20038500,5014029002,4937854631,4867389559,5012480248
160,2000000,100,100000,250,20,20,40,20,4000000,100000,100000,1,632455.532,10133,10133,1013300,254535858,228413665.4,210950418.5,250691248.6
161,4000000,100,100000,250,40,40,80,40,8000000,100000,100000,1,894427.191,19919,19919,1991900,498553648.4,460170778.6,433437198.9,494692306.8
162,6000000,100,100000,250,60,60,120,60,12000000,100000,100000,1,1095445.115,29977,29977,2997700,751910350.6,699729250.3,656945257.8,747028924.6
163,8000000,100,100000,250,80,80,160,80,16000000,100000,100000,1,1264911.064,39892,39892,3989200,995404657.3,715323308.7,528813240.3,903112931.4
164,10000000,100,100000,250,100,100,200,100,20000000,100000,100000,1,1414213.562,50036,50036,5003600,1248241044,1149638778,1064488524,1238038870
165,12000000,100,100000,250,120,120,240,120,24000000,100000,100000,1,1549193.338,60174,60174,6017400,1503735028,1478115415,1461659390,1503110073
166,14000000,100,100000,250,140,140,280,140,28000000,100000,100000,1,1673320.053,70021,70021,7002100,1753523125,1635729970,1533377712,1743337103
167,16000000,100,100000,250,160,160,320,160,32000000,100000,100000,1,1788854.382,79921,79921,7992100,2001869155,2001768250,2001781153,2001868579
168,18000000,100,100000,250,180,180,360,180,36000000,100000,100000,1,1897366.596,90061,90061,9006100,2249595525,2031266623,1845337065,2223429339
169,20000000,100,100000,250,200,200,400,200,40000000,100000,100000,1,2000000,99750,99750,9975000,2491334238,1974297466,1589849010,2365105124
170,22000000,100,100000,250,220,220,440,220,44000000,100000,100000,1,2097617.696,110164,110164,11016400,2753855681,2239165364,1840543083,2638227277
171,24000000,100,100000,250,240,240,480,240,48000000,100000,100000,1,2190890.23,120120,120120,12012000,2999547638,2884751716,2784409366,2993972862
172,26000000,100,100000,250,260,260,520,260,52000000,100000,100000,1,2280350.85,129812,129812,12981200,3246040068,3209440976,3182638114,3245486064
173,28000000,100,100000,250,280,280,560,280,56000000,100000,100000,1,2366431.913,140125,140125,14012500,3500773592,3410039601,3325742771,3497617046
174,30000000,100,100000,250,300,300,600,300,60000000,100000,100000,1,2449489.743,149922,149922,14992200,3747043596,3705683260,3670437211,3746375525
175,32000000,100,100000,250,320,320,640,320,64000000,100000,100000,1,2529822.128,159827,159827,15982700,3998118133,3806059432,3632603149,3986644388
176,34000000,100,100000,250,340,340,680,340,68000000,100000,100000,1,2607680.962,169762,169762,16976200,4241394239,4084796600,3943392170,4234092822
177,36000000,100,100000,250,360,360,720,360,72000000,100000,100000,1,2683281.573,180156,180156,18015600,4506164248,3613204332,2936707207,4297604401
178,38000000,100,100000,250,380,380,760,380,76000000,100000,100000,1,2756809.75,189766,189766,18976600,4751728133,4525776077,4326523801,4738622640
179,40000000,100,100000,250,400,400,800,400,80000000,100000,100000,1,2828427.125,200236,200236,20023600,5006715549,4928237196,4861544423,5005142266
180,2000000,100,100000,250,20,20,40,20,4000000,100000,100000,1,632455.532,10003,10003,1000300,250392740.6,120140187,63572234.93,174597418.4
181,4000000,100,100000,250,40,40,80,40,8000000,100000,100000,1,894427.191,20033,20033,2003300,499190832.4,433999561.3,383312162.9,488268094
182,6000000,100,100000,250,60,60,120,60,12000000,100000,100000,1,1095445.115,30008,30008,3000800,749560465.2,741100926,740898717.3,749380591.6
183,8000000,100,100000,250,80,80,160,80,16000000,100000,100000,1,1264911.064,39994,39994,3999400,1002834583,862192290,750460850.7,978470161.4
184,10000000,100,100000,250,100,100,200,100,20000000,100000,100000,1,1414213.562,50023,50023,5002300,1251627296,864424346.1,614897358.7,1112316158
185,12000000,100,100000,250,120,120,240,120,24000000,100000,100000,1,1549193.338,60050,60050,6005000,1502018511,1352579327,1228257948,1483755535
186,14000000,100,100000,250,140,140,280,140,28000000,100000,100000,1,1673320.053,69714,69714,6971400,1739075180,1713710376,1700503193,1738608791
187,16000000,100,100000,250,160,160,320,160,32000000,100000,100000,1,1788854.382,80089,80089,8008900,2004914452,1617694080,1319817300,1915183426
188,18000000,100,100000,250,180,180,360,180,36000000,100000,100000,1,1897366.596,90082,90082,9008200,2252814655,2239563991,2232551137,2252662172
189,20000000,100,100000,250,200,200,400,200,40000000,100000,100000,1,2000000,100083,100083,10008300,2504663865,1938984900,1526837888,2354725834
190,22000000,100,100000,250,220,220,440,220,44000000,100000,100000,1,2097617.696,110108,110108,11010800,2750695706,2707073814,2671974572,2749728839
191,24000000,100,100000,250,240,240,480,240,48000000,100000,100000,1,2190890.23,119739,119739,11973900,2988135350,2880699018,2791487475,2983413036
192,26000000,100,100000,250,260,260,520,260,52000000,100000,100000,1,2280350.85,130261,130261,13026100,3256700810,3234562910,3221941873,3256486875
193,28000000,100,100000,250,280,280,560,280,56000000,100000,100000,1,2366431.913,140039,140039,14003900,3499708869,3202878949,2936434182,3468040800
194,30000000,100,100000,250,300,300,600,300,60000000,100000,100000,1,2449489.743,150003,150003,15000300,3755616684,3095330779,2579560565,3617306295
195,32000000,100,100000,250,320,320,640,320,64000000,100000,100000,1,2529822.128,159844,159844,15984400,3993587107,3982820649,3983059745,3993547220
196,34000000,100,100000,250,340,340,680,340,68000000,100000,100000,1,2607680.962,170125,170125,17012500,4247801244,4214173876,4189391608,4247435727
197,36000000,100,100000,250,360,360,720,360,72000000,100000,100000,1,2683281.573,179666,179666,17966600,4486559213,4189388121,3921508447,4462172882
198,38000000,100,100000,250,380,380,760,380,76000000,100000,100000,1,2756809.75,190434,190434,19043400,4764032848,4761980416,4762049460,4764026166
