,numOfTraders,minNumOfUnitsPerTrader,maxNumOfUnitsPerTrader,maxNoiseSize,Total buyers,Total sellers,Total traders,Min total traders,Total units,Max units per trader,Min units per trader,Normalized max units per trader,stddev,Optimal buyers,Optimal sellers,Optimal units,Optimal gain,MUDA-lottery gain,MUDA-Vickrey traders gain,MUDA-Vickrey total gain
107,800.0,10.0,10.0,250.0,80.0,80.0,160.0,80.0,1600.0,10.0,10.0,1.0,126.49110640673517,32.0,32.0,320.0,88945.95254373664,84065.76619945373,76730.79957375172,88452.09650889822
108,800.0,10.0,100.0,250.0,8.0,8.0,16.0,8.0,1600.0,100.0,100.0,1.0,400.0,37.0,37.0,370.0,91163.44955187701,64672.511654280315,39693.576015512386,75353.2362467846
109,800.0,10.0,1000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,42.0,42.0,420.0,110351.35532176084,0.0,0.0,0.0
110,800.0,10.0,10000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,36.0,36.0,360.0,98295.91192260446,0.0,0.0,0.0
111,800.0,10.0,100000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,41.0,41.0,410.0,111486.34371776067,0.0,0.0,0.0
112,800.0,10.0,1000000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,38.0,38.0,380.0,83923.201080751,0.0,0.0,0.0
113,800.0,10.0,10.0,250.0,80.0,80.0,160.0,80.0,1600.0,10.0,10.0,1.0,126.49110640673517,43.0,43.0,430.0,95346.66790505312,55449.13373377447,41583.29115431172,75503.0145748368
114,800.0,10.0,100.0,250.0,8.0,8.0,16.0,8.0,1600.0,100.0,100.0,1.0,400.0,42.0,42.0,420.0,96635.73320359655,48841.06621507072,23985.778888487963,63439.736144722054
115,800.0,10.0,1000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,37.0,37.0,370.0,89976.6347143247,0.0,0.0,0.0
116,800.0,10.0,10000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,37.0,37.0,370.0,93268.43073655962,0.0,0.0,0.0
117,800.0,10.0,100000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,39.0,39.0,390.0,91986.28944144154,0.0,0.0,0.0
118,800.0,10.0,1000000.0,250.0,1.0,1.0,2.0,1.0,1600.0,800.0,800.0,1.0,1131.370849898476,40.0,40.0,400.0,102981.93752645352,0.0,0.0,0.0
119,800.0,10.0,10.0,250.0,80.0,80.0,160.0,80.0,1600.0,10.0,10.0,1.0,126.49110640673517,42.0,42.0,420.0,119401.57521071297,92715.55500258709,68411.42740743139,112433.98897334852
