,symbol,Total buyers,Total sellers,Total traders,Min total traders,Total units,Max units per trader,Min units per trader,Normalized max units per trader,stddev,Optimal buyers,Optimal sellers,Optimal units,Optimal gain,MUDA-lottery gain,MUDA-Vickrey traders gain,MUDA-Vickrey total gain
41,EFG,758,242,1000,242,14894600,32000,500,64.0,593939.879112356,19,37,92500,2890.6249999999745,1015.6250000000002,507.65,1015.6250000000002
42,EHP,616,384,1000,384,3374450,15000,100,150.0,154291.6637411108,29,112,288800,49462.5,0.0,0.0,0.0
43,EKO,425,575,1000,425,2878546,25000,150,166.66666666666666,162043.4163796851,149,244,451500,88825.0,70287.5,54512.5,76300.0
44,EMC,371,629,1000,371,3228693,30000,100,300.0,161344.5369171203,242,167,800418,1184853.75,1009585.0,919009.0,1139022.0
45,FBO,350,650,1000,350,4582295,48500,100,485.0,295220.78801297175,203,191,667200,1568906.25,1317950.0,1072925.0,1488850.0
46,FDX,525,475,1000,475,2050127,20000,100,200.0,98192.74409547784,239,165,424677,1270867.0,1201748.25,1122423.875,1261620.375
47,FFB,427,573,1000,427,2934426,19500,100,195.0,136857.15281270468,248,135,648832,1554500.0,1148022.75,1131036.25,1448127.5
48,FLP,733,267,1000,267,4452599,25000,100,250.0,253317.62662909977,123,126,250480,81172.5,70315.0,65010.0,75657.5
49,FMI,665,335,1000,335,2970912,17900,100,179.0,148238.98126336405,65,173,377900,99528.25,61228.5,47407.875,74270.375
50,FNM,500,500,1000,500,8052643,99000,100,990.0,460580.8694301143,215,302,2253281,11394485.125,9427140.375,7987767.25,10954178.125
51,FOE,446,554,1000,446,3007789,25700,100,257.0,149751.78400606784,162,264,657400,1066650.0,1007437.5,1009125.0,1058937.5
52,FPC,505,495,1000,495,2801336,28700,100,287.0,149252.6477889086,234,172,513409,220426.875,137143.75,74543.75,167075.0
53,FPL,319,681,1000,319,11205168,99900,100,999.0,561975.6730411024,243,69,1288426,1744371.75,1482874.25,894902.5,1632927.25
54,GBE,796,204,1000,204,5024644,99900,100,999.0,259950.84021406816,114,62,631610,164953.75,138830.0,101028.75,144080.0
55,GE ,618,382,1000,382,2585494,50000,100,500.0,189595.96475136277,178,131,656267,2513986.875,2323520.625,2128440.875,2472513.625
56,GFB,0,1000,1000,0,5796100,30000,500,60.0,336291.55505305214,0,0,0,1.830358087318018e-11,0.0,0.0,0.0
57,GLX,388,612,1000,388,9409126,99900,100,999.0,441854.51208061684,185,173,1593811,3561369.625,3177921.875,2550210.75,3447029.25
58,GMH,530,470,1000,470,748963,6000,100,60.0,39066.092394812156,136,69,96643,87188.125,69543.0,56136.25,81701.75
59,GPI,692,308,1000,308,1656488,18000,100,180.0,89971.4195842213,159,96,256250,79381.25,70581.25,58518.75,74281.25
60,GRH,632,368,1000,368,2504050,12000,100,120.0,108925.30697684537,77,76,127400,17612.5,11693.75,7962.5,12975.0
61,HAN,573,427,1000,427,2390414,78532,100,785.32,182904.22476257896,231,126,508375,324521.875,299665.625,254453.125,316971.875
62,HAT,743,257,1000,257,1407708,6900,100,69.0,71243.00392319234,130,143,212573,35889.875,8528.0,4442.0,8528.0
63,HE ,488,512,1000,488,1644708,10000,100,100.0,86732.62832406268,249,86,243481,507478.875,450736.75,356120.0,486653.75
64,HF ,406,594,1000,406,2375875,10000,100,100.0,99359.25284038724,225,215,412000,1145718.75,1074143.75,808925.0,1101681.25
65,HFI,457,543,1000,457,1562096,9200,100,92.0,71238.80535213936,137,141,225054,297252.0,288165.5,252307.0,293565.5
66,HTR,494,506,1000,494,12165187,99000,100,990.0,730805.7019434099,409,41,2405982,457126.875,15650.0,4275.0,29925.0
67,IBM,589,411,1000,411,1766489,50000,100,500.0,137277.4942625338,80,193,395211,3791933.5,3328608.75,3529802.25,3756205.625
68,ICM,772,228,1000,228,3262006,10000,100,100.0,145507.90000546363,52,98,301600,14358.75,750.0,375.0,1500.0
69,IEI,532,468,1000,468,1500853,16000,100,160.0,101863.24532921577,316,75,230065,195075.625,122228.0,101877.125,147895.125
70,IPT,510,490,1000,490,1179873,5000,100,50.0,53549.34073357019,226,146,199500,486393.75,469043.75,392500.0,482462.5
71,IS ,731,269,1000,269,4549250,28000,100,280.0,249542.58654586395,105,114,335700,20537.5,11900.0,6225.0,11900.0
72,ITG,486,514,1000,486,7800180,44600,300,148.66666666666666,377656.8431790956,86,74,588700,8045.3125,5465.625,2732.8125,5465.625
73,KFV,524,476,1000,476,4841116,30900,100,309.0,246005.67362156507,211,166,848867,760398.375,630449.25,343199.75,689122.75
74,KR ,450,550,1000,450,4131018,50000,100,500.0,238793.80383921188,265,177,1082041,1669759.375,1576970.75,1372728.75,1647955.0
75,KWD,624,376,1000,376,2510404,20000,100,200.0,126961.73606248459,131,175,370290,1139947.5,949478.75,984685.0,1107791.25
76,LOG,411,589,1000,411,1171360,6000,100,60.0,52867.7841411951,208,74,229750,305727.5,130016.25,107641.25,133813.75
77,LPX,505,495,1000,495,2564154,25000,100,250.0,179402.1125962568,205,200,367981,1114514.125,1051059.25,832963.375,1095367.125
78,LUK,320,680,1000,320,1081210,5000,100,50.0,43619.40967046666,106,146,122880,131100.0,87752.5,71937.5,101812.5
79,MBK,506,494,1000,494,3865230,10000,100,100.0,145470.77764967093,160,277,996400,2274187.5,2112350.0,1230075.0,2217975.0
80,MC ,507,493,1000,493,961340,3000,100,30.0,40433.18686425793,134,195,247300,907150.0,810275.0,729150.0,866600.0
81,MCC,536,464,1000,464,801560,5000,100,50.0,34686.26817632592,198,236,185200,54012.5,32862.5,19625.0,36375.0
82,MCN,572,428,1000,428,1442487,11600,100,116.0,73254.5838907027,243,118,286288,49722.5,31499.75,26024.25,35569.0
83,MDP,455,545,1000,455,3074753,49000,100,490.0,211792.22035523402,126,238,586800,1079823.625,971519.0,774022.5,1027781.25
84,MNY,613,387,1000,387,2250709,17000,100,170.0,99125.84656385034,64,140,223340,73234.375,39559.375,25442.5,40871.875
85,MO ,579,421,1000,421,3801755,52000,100,520.0,224909.4923052382,184,159,838512,2790132.75,2364693.75,1993468.75,2690331.25
86,MON,597,403,1000,403,6055466,52900,100,529.0,300126.0692175873,364,120,1478754,981948.625,781460.5,503368.75,909368.75
87,MRT,771,229,1000,229,3909721,27500,100,275.0,178302.88874552763,87,150,346700,210770.0,150887.5,126706.25,182675.0
88,MTR,332,668,1000,332,746480,2515,100,25.15,36323.59013093282,0,0,0,0.0,0.0,0.0,0.0
89,MX ,442,558,1000,442,2221511,9300,100,93.0,105884.48956764159,203,188,446100,1098937.5,921225.0,734112.5,1020575.0
90,NI ,458,542,1000,458,3210457,50000,100,500.0,198254.35954096948,240,171,747542,197872.375,178967.5,155601.5,190608.5
91,NIC,553,447,1000,447,1913915,10000,100,100.0,95171.7816739815,185,101,367180,218695.0,133233.75,127050.0,188970.0
92,NNP,515,485,1000,485,2529129,13100,100,131.0,107623.7992778549,238,218,542925,262090.625,192993.75,149631.25,226437.5
93,NSI,292,708,1000,292,4095359,20000,100,200.0,180486.9476416508,263,82,712884,1016878.0,83362.5,5675.0,119175.0
94,NSO,685,315,1000,315,6528680,30000,260,115.38461538461539,353644.811640154,19,106,137800,-1.1823431123048067e-11,0.0,0.0,0.0
95,NSP,364,636,1000,364,6107417,40000,100,400.0,279665.6353844712,282,69,905422,1518946.25,664706.875,486208.75,729723.125
96,NT ,517,483,1000,483,3687055,16800,100,168.0,169349.89289928708,202,179,513600,889637.5,832912.5,750775.0,876275.0
97,OCQ,550,450,1000,450,2839780,10000,100,100.0,138364.50268764744,174,204,702900,142010.0,77192.5,33072.5,77317.5
98,OEH,486,514,1000,486,1561950,10000,100,100.0,94406.89858267774,49,108,158150,41812.5,29181.25,19981.25,32493.75
99,PCO,376,624,1000,376,3469005,40000,100,400.0,169563.22702461167,271,222,1016350,3183843.75,2879036.25,1901950.0,3060100.0
100,PEO,495,505,1000,495,1406111,8000,100,80.0,66848.07646447279,377,145,453340,369959.0,204144.875,169828.0,239955.625
101,PH ,411,589,1000,411,3590769,44200,100,442.0,228784.51079782477,262,125,1019929,1625298.75,1097785.0,770643.0,1227785.0
102,PIM,646,354,1000,354,15885070,99900,100,999.0,969078.2291755398,68,172,1655137,17907.5,0.0,0.0,0.0
103,PIR,560,440,1000,440,4813200,50000,100,500.0,253773.55822070982,173,129,899542,565217.0,422145.0,367012.5,503032.5
104,PLP,616,384,1000,384,1837409,10000,100,100.0,80725.986937293,234,221,417525,1109243.625,880369.5,846621.125,1057374.25
105,PMI,533,467,1000,467,2857986,18000,100,180.0,121134.7138106992,219,226,671800,1760148.0,1657012.75,1166369.75,1694194.5
106,POM,413,587,1000,413,5544900,47700,100,477.0,274860.1988757194,307,83,693000,322347.75,239378.75,144777.25,278043.25
107,PPL,513,487,1000,487,2279686,13000,100,130.0,112392.2887924256,151,223,318133,276982.875,206340.875,207252.625,259432.875
108,PRI,424,576,1000,424,3037773,37400,100,374.0,150249.73035250345,222,164,583268,1523667.5,1508369.5,1406699.5,1519640.0
109,RDA,305,695,1000,305,3596951,31900,100,319.0,196174.23170997764,225,135,874900,2342168.75,2143868.75,2066568.75,2323500.0
110,REC,562,438,1000,438,4499298,25000,100,250.0,215413.650793073,121,125,295004,69050.0,55425.0,38937.5,60162.5
111,RPS,658,342,1000,342,4121836,20000,100,200.0,177932.7185258518,129,106,336900,50823.5,46829.5,31054.625,48692.125
112,SAH,706,294,1000,294,2206983,10000,100,100.0,105265.84725826321,168,111,268868,224435.0,193048.75,126317.5,209151.25
113,SJI,590,410,1000,410,1203428,8900,100,89.0,67852.43636008953,79,26,56100,23125.0,17662.5,13462.5,19400.0
114,SLB,454,546,1000,454,3231814,30000,100,300.0,155971.22205073602,218,155,740037,2551540.75,2149170.125,1882935.5,2469398.25
115,SLT,732,268,1000,268,2723407,15000,100,150.0,124570.70394358378,62,85,206760,44262.5,36375.0,30800.0,38712.5
116,SNT,507,493,1000,493,1705733,8466,100,84.66,76207.05449628663,232,187,404390,2680159.875,2166926.5,1992172.125,2485195.625
117,SPF,629,371,1000,371,2622284,20000,100,200.0,141129.47217360378,176,177,641700,385073.0,298987.0,283867.75,342755.25
118,SWY,458,542,1000,458,3205240,20000,100,200.0,162762.34392512293,175,205,709150,1391812.5,1249862.5,1128518.75,1362337.5
119,T  ,609,391,1000,391,4613216,99800,100,998.0,328437.08618242247,233,147,1014617,1804933.25,1464797.375,1155676.625,1694972.0
120,TCI,831,169,1000,169,3500368,10000,100,100.0,135405.93950045176,84,138,168668,103843.375,99655.0,87093.375,99655.0
121,TEK,394,606,1000,394,2650063,32000,100,320.0,168373.8309744124,212,133,442000,1066582.0,934246.125,770538.5,1032133.0
122,TUG,519,481,1000,481,2646639,15000,100,150.0,111941.23599013904,180,122,383900,104125.0,94787.5,79437.5,98637.5
123,TXI,555,445,1000,445,5418831,44000,100,440.0,275429.5973620119,242,200,1150344,2683177.5,2316718.5,2307162.5,2651000.5
124,UAM,381,619,1000,381,4983330,44000,100,440.0,257504.79480972775,123,91,447800,668737.5,587225.0,576012.5,652637.5
125,UEP,531,469,1000,469,2345804,15600,100,156.0,120639.48983645446,158,236,531045,426930.75,324447.125,189045.75,375977.375
126,UMG,480,520,1000,480,2784900,15000,100,150.0,131479.86537869592,238,115,483100,45587.5,32650.0,17762.5,33800.0
127,URS,819,181,1000,181,2864800,10000,100,100.0,116230.09937189247,126,60,301200,193975.0,146850.0,72850.0,163075.0
128,USH,644,356,1000,356,3440395,19700,100,197.0,180169.86036238135,141,174,320600,471463.5,133597.25,111166.5,240466.5
129,UTD,567,433,1000,433,10738300,30000,100,300.0,527569.3982785583,37,219,1091800,2385525.0,0.0,0.0,0.0
130,UWR,488,512,1000,488,6544503,33200,0,33200.0,403163.34586740396,303,35,288510,128787.5,0.0,0.0,0.0
131,VCC,422,578,1000,422,4621414,26646,0,26646.0,227550.11281913266,60,103,597614,29350.0,0.0,0.0,0.0
132,VRC,467,533,1000,467,3997100,50000,100,500.0,232333.31659493005,264,122,908500,730550.0,481875.0,396400.0,558375.0
133,W  ,460,540,1000,460,2577572,19900,100,199.0,132032.90826911296,160,171,428700,404181.25,260049.125,243158.875,340583.875
134,WAE,772,228,1000,228,7626100,28000,100,280.0,335042.5495366223,68,99,171700,336068.75,274987.5,196125.0,275075.0
135,WBN,368,632,1000,368,3885207,50000,100,500.0,233674.25856306896,194,230,793605,1701979.375,1424503.125,1325505.625,1649106.25
136,WCS,452,548,1000,452,2835349,15000,100,150.0,130855.08821975552,226,144,445450,347759.375,282045.0,244975.0,329000.0
137,WDG,611,389,1000,389,3067653,11100,200,55.5,137050.54586173673,25,122,214000,61568.75,27162.5,18737.5,27225.0
138,WHX,395,605,1000,395,2364185,14950,100,149.5,116788.68556071688,311,66,363015,475517.5,376040.0,263866.25,429400.0
139,WIN,421,579,1000,421,2631047,15400,100,154.0,138163.52839660688,280,56,440436,1044667.5,192294.875,121287.5,416812.5
140,XON,570,430,1000,430,5435767,51700,100,517.0,265633.6313929394,138,219,1179073,1603352.25,1073714.75,905332.5,1415549.125
141,Y  ,603,397,1000,397,836182,5000,100,50.0,45503.9794963034,49,157,99266,284773.5,132486.0,121867.0,132736.0
142,ZIF,624,376,1000,376,2787587,15000,100,150.0,121591.59125120453,98,87,193522,28715.25,5593.25,2796.625,5593.25
143,ZNT,607,393,1000,393,3016870,25000,100,250.0,189364.75619819015,262,120,474900,826850.0,568887.5,500450.0,730912.5
