,symbol,Total buyers,Total sellers,Total traders,Min total traders,Total units,Max units per trader,Min units per trader,Normalized max units per trader,stddev,Optimal buyers,Optimal sellers,Optimal units,Optimal gain,MUDA-lottery gain,MUDA-Vickrey traders gain,MUDA-Vickrey total gain
156,LUK,4,6,10,4,8520,2000,120,16.666666666666668,3214.7161616540893,1,1,120,30.0,0,0,0
157,LUK,10,5,15,5,12700,3000,100,30.0,4450.842616853577,4,2,1300,2187.5,1250.0,1625.0,2125.0
158,MBK,5,5,10,5,27600,5000,100,50.0,11277.411050414008,3,4,10200,10200.0,100.0,100.0,100.0
159,MBK,8,7,15,7,72100,10000,100,100.0,20100.0,3,5,17000,37662.5,0,0,0
160,MC ,7,3,10,3,10750,2000,100,20.0,4135.516896350443,1,1,2000,11500.0,0,0,0
161,MC ,6,9,15,6,9150,2000,100,20.0,3533.0581653859026,0,0,0,0.0,0,0,0
162,MCC,4,6,10,4,8300,1300,500,2.6,2773.0849247724095,4,5,3800,1575.0,0,0,0
163,MCC,8,7,15,7,10040,1000,170,5.882352941176471,2889.255959585443,3,5,2500,1000.0,0,0,0
164,MCN,5,5,10,5,24700,8000,100,80.0,12623.39098657726,2,1,200,0.0,0,0,0
165,MCN,9,6,15,6,14144,2500,100,25.0,4751.48061134632,5,2,3722,1543.0,0,0,0
166,MDP,1,9,10,1,29400,10000,200,50.0,13019.216566291538,1,1,700,1575.0,0,0,0
167,MDP,9,6,15,6,83400,39800,200,199.0,42979.762679661224,1,6,32700,22537.5,7850.0,7850.0,7850.0
168,MNY,7,3,10,3,50050,17000,1000,17.0,23211.68886574176,0,0,0,0.0,0,0,0
169,MNY,8,7,15,7,27450,5100,500,10.2,8258.480489775344,2,1,1700,62.5,0,0,0
170,MO ,5,5,10,5,20100,5000,200,25.0,8392.258337301111,2,2,5800,6000.0,0,0,0
171,MO ,9,6,15,6,92300,77900,100,779.0,78141.9861534118,1,5,8100,20750.0,0,0,0
172,MON,5,5,10,5,65600,18000,100,180.0,29330.18922543801,3,1,3100,2993.75,0,0,0
173,MON,9,6,15,6,65400,18000,500,36.0,25317.187837514655,5,2,21000,15812.5,10625.0,8062.5,10687.5
174,MRT,5,5,10,5,15400,5000,200,25.0,6959.885056522126,1,3,1700,275.0,0,0,0
175,MRT,11,4,15,4,51700,10000,1000,10.0,17397.413600877575,1,4,8200,550.0,0,0,0
176,MTR,5,5,10,5,5715,2515,100,25.15,2779.428898173148,0,0,0,0.0,0,0,0
177,MTR,4,11,15,4,11345,2515,100,25.15,4518.370834714654,0,0,0,0.0,0,0,0
178,MX ,2,8,10,2,17658,6200,369,16.802168021680217,8383.99463263187,2,1,2100,7312.5,1875.0,1625.0,1875.0
179,MX ,5,10,15,5,16099,2500,199,12.56281407035176,5214.36487024067,4,4,4900,10675.0,6487.5,6050.0,6675.0
180,NI ,1,9,10,1,68700,50000,100,500.0,51269.58162497525,1,3,5000,1437.5,0,0,0
181,NI ,4,11,15,4,41439,12900,100,129.0,17959.48554385676,3,2,4300,3475.0,0,0,0
182,NIC,8,2,10,2,12445,5000,100,50.0,5957.065133100359,0,0,0,0.0,0,0,0
183,NIC,11,4,15,4,24749,10000,100,100.0,11142.351681759106,1,3,500,700.0,0,0,0
184,NNP,5,5,10,5,26746,6000,650,9.23076923076923,10274.84676284761,3,1,5000,3156.25,0,0,0
185,NNP,7,8,15,7,37700,8800,500,17.6,12862.153785428007,4,3,7850,4106.25,0,0,0
186,NSI,2,8,10,2,25898,5000,1000,5.0,9359.594221973515,2,2,4000,8250.0,0,0,0
187,NSI,3,12,15,3,95800,20000,1000,20.0,32968.77310425731,1,1,3000,7500.0,0,0,0
188,NSO,5,5,10,5,48160,10000,260,38.46153846153846,18243.28917711935,1,1,1300,3.552713678800501e-14,0,0,0
189,NSO,10,5,15,5,81400,30000,400,75.0,35155.65388383496,1,2,2600,7.105427357601002e-14,0,0,0
190,NSP,5,5,10,5,48250,15000,200,75.0,22587.441200808913,2,3,12200,10975.0,250.0,250.0,250.0
191,NSP,7,8,15,7,82105,25000,200,125.0,33666.593605531285,5,3,15400,30166.25,20700.0,20625.0,20700.0
192,NT ,6,4,10,4,39900,11600,600,19.333333333333332,16077.002208123255,5,1,11300,15150.0,0,0,0
193,NT ,8,7,15,7,40900,16800,100,168.0,18389.942903663403,4,2,6000,6000.0,5875.0,5750.0,5875.0
194,OCQ,8,2,10,2,10550,5000,125,40.0,5946.742805940072,2,1,1000,175.0,0,0,0
195,OCQ,10,5,15,5,18136,8000,110,72.72727272727273,9012.237568994728,2,4,3400,1075.0,0,0,0
196,OEH,1,9,10,1,7600,2000,100,20.0,3193.743884534262,0,0,0,0.0,0,0,0
197,OEH,12,3,15,3,20900,10000,100,100.0,11119.802156513397,0,0,0,0.0,0,0,0
198,PCO,3,7,10,3,20300,4900,500,9.8,8054.191455385202,2,1,4700,7287.5,0,0,0
199,PCO,10,5,15,5,30500,7500,100,75.0,11105.404089901456,7,2,8100,28012.5,9000.0,9000.0,9000.0
200,PEO,3,7,10,3,13117,4691,100,46.91,5691.44594984438,3,2,2776,347.0,0,0,0
201,PEO,8,7,15,7,18172,8000,200,40.0,8613.790803124952,6,4,4100,3571.5,700.0,700.0,800.0
202,PH ,5,5,10,5,71800,44200,100,442.0,45978.03823566203,3,2,10800,22600.0,0,0,0
203,PH ,6,9,15,6,46100,19200,200,96.0,20801.20188835251,3,7,18000,17000.0,3750.0,1500.0,4500.0
204,PIM,6,4,10,4,235900,99900,500,199.8,114621.15860520692,1,2,62500,3125.0,0,0,0
205,PIM,11,4,15,4,269600,99900,700,142.71428571428572,143204.539034208,1,1,800,0.0,0,0,0
206,PIR,6,4,10,4,24000,5200,500,10.4,9770.363350459387,3,1,3500,1587.5,0,0,0
207,PIR,8,7,15,7,119300,30000,300,100.0,47657.633176648626,3,4,17300,6625.0,0,0,0
208,PLP,4,6,10,4,29000,8000,100,80.0,12400.806425390245,2,3,5800,16575.0,0,0,0
