,symbol,Total buyers,Total sellers,Total traders,Min total traders,Total units,Max units per trader,Min units per trader,Normalized max units per trader,stddev,Optimal buyers,Optimal sellers,Optimal units,Optimal gain,MUDA-lottery gain,MUDA-Vickrey traders gain,MUDA-Vickrey total gain
36,IBM,86,284,370,86,1253970,98678,100,986.78,291564.519772211,88,80,109200,191250.0,98257.0,72637.5,128587.5
37,IBM,90,290,380,90,1517683,98678,100,986.78,317015.1696354608,167,145,206870,295075.0,180977.5,123856.0,232622.0
38,IBM,72,318,390,72,958905,98678,100,986.78,242611.8728112868,66,60,81900,139812.5,128676.5,128132.0,134000.0
39,IBM,99,301,400,99,1376640,98678,100,986.78,308238.92105637793,92,91,126000,196400.0,0,0,0
40,IBM,87,323,410,87,925627,98678,100,986.78,222534.53725433274,66,60,81900,132084.0,0,0,0
41,IBM,72,348,420,72,1029830,98678,100,986.78,244123.29636476727,66,60,81900,139812.5,128676.5,128132.0,134000.0
42,IBM,91,339,430,91,1473368,98678,100,986.78,309550.1964980801,92,91,126000,196400.0,98257.0,71575.0,130975.0
43,IBM,97,343,440,97,1612863,98678,100,986.78,333664.212427704,112,104,144000,241750.0,103407.0,81075.0,155875.0
44,IBM,101,349,450,101,1557951,98678,100,986.78,327162.6649099802,132,120,163800,272375.0,223876.5,198257.0,249125.0
45,IBM,101,359,460,101,1938083,98678,100,986.78,362117.1691911335,193,160,229370,391383.75,290602.5,238720.0,357685.0
46,IBM,108,362,470,108,1768327,98678,100,986.78,351202.0706758433,154,140,191100,316562.5,185700.0,124325.0,235825.0
47,IBM,92,388,480,92,1255463,98678,100,986.78,269175.233922068,110,98,136500,206936.0,103656.0,55137.5,124962.5
48,IBM,108,382,490,108,1505521,98678,100,986.78,307026.88476255623,154,136,191100,275200.0,94878.0,36150.0,112850.0
49,IBM,98,402,500,98,2223084,98678,100,986.78,400023.9236520736,269,232,330992,476095.0,331741.0,229794.0,409008.0
50,IBM,98,412,510,98,1500126,98678,100,986.78,309110.21283678093,92,91,126000,196400.0,0,0,0
51,IBM,106,414,520,106,1416993,98678,100,986.78,291221.2133602221,135,116,165496,247985.0,239343.0,230760.0,242236.0
